Dataset,Language,Source Sentence,Translation,Reference Sentence
Europarl,bg,"Commissioner, I would like to ask you - as we already know the position of the President-in-Office - if you think, from an ethical and democratic point of view, in response to the deplorable events such as the death of Mr Zapata, and if the Commission thinks, that relations between the European Union and Cuba need to be raised to a higher level and given priority?",,"Г-жо член на Комисията, бих искал да попитам Вас - тъй като вече знаем становището на действащия председател - дали Вие считате, от етична и демократична гледна точка, в отговор на съкрушителни събития като смъртта на г-н Сапата, и дали Комисията счита, че отношенията между Европейския съюз и Куба трябва да бъдат издигнати на по-високо равнище и да им бъде даден приоритет?"
Europarl,bg,We would like to receive an answer and also news from the Commission in this regard.,"Chceli bychom e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mails, e-mail","Искаме да получим отговор, както и новини от Комисията в това отношение."
Europarl,bg,"Linking the second pillar to cohesion policy measures would, however, require the close coordination of activities at national level.","Connecting the second pillar to cohesion policy measures would, however, require the close coordination of activities at national level.",Обвързването на втория стълб с политиката на сближаване същевременно изисква тясно координиране на дейностите на национално равнище.
Europarl,bg,"The example of Germany shows how a coal pact between central government, the federal states, unions and management can result in efficient coal production without the need for redundancies.",,"Примерът на Германия показва как пакт за въглищата между централното правителство, федералните провинции, съюзите и управлението може да доведе до ефикасно производство на въглища, без да са необходими съкращения."
Europarl,bg,"At a time when almost 25 million Europeans are registered as unemployed, a directive aimed at facilitating the immigration of job seekers has once again been tabled.",,"Във време, когато почти 25 млн. европейци са регистрирани като безработни, отново беше внесена директива, целяща да улесни имиграцията на лица, търсещи работа."
Europarl,bg,"(FR) Mr President, I would ask you to wait a little while longer because many Members are still stuck in the lifts.",(FR)  (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (,"(FR) Г-н председател, искам да Ви помоля да изчакаме още малко, тъй като много от членовете на ЕП още са в асансьорите и затова се бавят."
Europarl,cs,"Since the founding of the Irish State, it has been demonstrated that the proportional representation system is a fair and equal system.",Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Quality:Qual,"Od založení Irské republiky bylo mnohokrát prokázáno, že systém poměrného zastoupení je zcela objektivní a spravedlivý."
Europarl,cs,"Since 2007, however, the Erasmus Programme has also been supporting student placements in enterprises.",Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme) – Erasmus Programme (Erasmus Programme),Program Erasmus však od roku 2007 podporuje také umisťování studentů v podnicích.
Europarl,cs,"On the supply side, the crisis may lead to a reduction in the level of funding for public health, at the same time as it may lead to increased demand for health services.",,"Na straně nabídky může krize přinést snížení objemu financování veřejného zdravotnictví, zatímco současně může dojít ke zvýšení poptávky po zdravotnických službách."
Europarl,cs,Liberalisation means attacking the victories of workers and the sovereignty of peoples as well as environmental destruction.,Liberalization means attacking the victories of workers and the sovereignty of peoples as well as environmental destruction.,"Liberalizace představuje útok na vítězství pracujících a suverenitu národů, stejně tak ničení životního prostředí."
Europarl,cs,"Mr President, while many elements of an efficient single market may be welcome, defence and thus by extension defence industries are a very special case: they have a unique national strategic importance.","Sir President, while many elements of an efficient single market can be welcome, defence and thus by extension defence industries are a very special case: they have a unique national strategic importance.","Pane předsedající, zatímco můžeme vítat řadu prvků efektivního jednotného trhu, obrana a tedy i obranný průmysl jsou velmi zvláštní případ: Mají jedinečný národní strategický význam."
Europarl,cs,"Indeed, investment in environmental technologies in management should lead recovery efforts.",Investing in environmental technologies in management should lead recovery efforts.,Úsilí o obnovu by mělo být vedeno investováním do environmentálních technologií v řízení.
Europarl,cs,The results are there: the common fisheries policy has been a failure when it comes to conserving fishing stocks.,,Výsledky jsou následující: společná rybářská politika při zachování rybolovných zdrojů neuspěla.
Europarl,cs,"(FR) Mr President, many speakers, starting with the President-in-Office of the Council, Mr Bernard Kouchner, deplore Russia's recognition of the independence of Abkhazia and South Ossetia.",(FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR),"(FR) Pane předsedající, mnozí řečníci, počínaje úřadujícím předsedou Rady panem Bernardem Kouchnerem, neschvalují ruské uznání nezávislosti Abcházie a Jižní Osetie."
Europarl,cs,"On 7 October, the College and the Conference of Committee Chairs met in the Berlaymont.","7 October, College and Conference of Committee Chairs met in Berlaymont.",Dne 7. října se proběhlo setkání kolegia komisařů a Konference předsedů výborů v Berlaymontu.
Europarl,cs,Combating HIV/Aids within the EU and in the neighbouring countries 2006-2009 (vote),2006-2009   HIV/AIDS  HIV/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/AIDS/,"Boj s HIV/AIDS uvnitř Evropské unie a v sousedních zemích, 2006-2009 (hlasování)"
Europarl,cs,"Salih Mahmoud Osman, you have our firm support and our warm acclaim.",,"Salihu Mahmoude Osmane, máte naši pevnou podporu a naše srdečné uznání."
Europarl,cs,"Unfortunately, Mr Ayral passed away rather suddenly.",,Pan Ayral nás bohužel opustil poněkud nečekaně.
Europarl,cs,"The compromise reached is a step in the right direction, but is certainly not yet optimal.",,"Dosažený kompromis je krokem správným směrem, ale jistě ještě není optimální."
Europarl,cs,Thank you.,,Děkuji vám.
Europarl,cs,"On the contrary, even if they do not bring chaos to this issue, they do bring less light.",,"Tyto naopak vnášejí do celé problematiky když ne chaos, tak alespoň méně světla."
Europarl,cs,New procedures have been introduced into customs legislation for the purpose of guaranteeing security and safety.,,Do celních právních předpisů byly zavedeny nové postupy k zajištění bezpečnosti a zabezpečení.
Europarl,cs,"At this stage I am, however, concerned about Greece, from which we have not received any transposition measure yet.",,"V této fázi jsem ovšem znepokojen situací v Řecku, od nějž jsme dosud neobdrželi ani jediné prováděcí opatření."
Europarl,cs,"I wish the delegation well as they go from this Parliament to the conference, but I also look forward to the report back that we will hear from all those who will attend.",,"Přeji delegaci, která odjede na konferenci z tohoto parlamentu, mnoho zdaru, ale těším se také na zprávu o jejích výsledcích, kterou uslyšíme od všech, kdo se konference zúčastní."
Europarl,cs,What do the Americans do?,,Co dělají Američané?
Europarl,cs,"Better governance of the euro area will come from the Ecofin Council being fully involved in matters of Economic and Monetary Union; it will come from a strengthening of the agenda and the debates of the Eurogroup, in particular in terms of the economic policy coordination I have already mentioned; and it will come from an even closer dialogue between the Commission and Parliament, and between the Eurogroup and Parliament.",,"Lepšího vládnutí v eurozóně dosáhneme, zapojí-li se do otázek hospodářské a měnové unie v plném rozsahu také Rada ve složení pro hospodářské a finanční věci, zesílíme-li agendu a diskuse o Euroskupině, zejména v souvislosti s koordinací hospodářské politiky, o které jsem se již zmínil, a bude-li dialog mezi Komisí a Parlamentem a mezi Euroskupinou a Parlamentem ještě užší."
Europarl,da,"Enlargement could not, except by deliberately sacrificing the balances too painfully achieved over the years, translate into a transfer from the countries of cohesion towards the candidates for membership, without coming up with other systems for the regions with the weakest incomes.",,"Medmindre man med fuldt overlæg ofrer den balance, der er opnået med så stort besvær igennem årene, kan udvidelsen ikke gennemføres ved en overførsel fra samhørighedslandene til ansøgerlandene, uden at man forestiller sig andre systemer for de lønmæssigt svagest stillede regioner."
Europarl,da,"Therefore, all I can tell you is that the only instrument at a European level that can prick the consciences of the Member States is this Parliament, and so I encourage you to put forward a motion or a parliamentary resolution to get this subject on the table, so it can be a wake-up call for the Member States' governments.",,"Derfor kan jeg kun sige til Dem, at det eneste instrument på europæisk plan, der kan vække medlemslandenes forståelse, er Europa-Parlamentet, og jeg opfordrer det derfor til at fremme et forslag eller en beslutning herom, at det får dette spørgsmål på bordet, at det bliver en opfordring til medlemslandenes regeringer."
Europarl,da,"on behalf of the ALDE Group. - (FR) Mr President, ladies and gentlemen, if there is one area in which all Europeans expect effective Community responses, it is that of large-scale natural disasters.",(FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR) (FR),"Hr. formand, mine damer og herrer! Hvis der er et område, på hvilket alle europæere forventer en effektiv fællesskabsreaktion, er det i forbindelse med store naturkatastrofer."
Europarl,da,"The remaining Member States have not yet notified their national plans to the Commission. However, ten of them are already available as preliminary plans within the framework of public consultation.",,"De øvrige medlemsstater har endnu ikke forelagt deres nationale planer for Kommissionen, men 10 af dem er allerede tilgængeligesom foreløbige planer inden fra rammerne af den offentlige høring."
Europarl,da,"Personally, I would like it to be prepared earlier - maybe in the spring.",Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status Status,"Personligt så jeg gerne, at det blev udarbejdet tidligere - måske i foråret."
Europarl,da,I therefore invite Commissioner Monti to take the floor first to respond to Question No 29. I should also like to take this opportunity to welcome him and wish him well for this year.,()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()()())()()())()())()()()())()()()(,"Derfor beder jeg kommissær Monti, som jeg byder velkommen og ønsker alt godt i det nye år, om at besvare spørgsmål nr. 29."
Europarl,da,A success story for them but hardly for Europe!,,"En succeshistorie for dem, men ikke for Europa!"
Europarl,da,"Whilst one welcomes the statements of Yassir Arafat that he has no intention of using violence to achieve his ends, one does see a continuation of violence.",,"Selvom vi glæder os over Yassir Arafats udtalelser om, at han ikke vil bruge vold for at nå sine mål, ser vi alligevel, at volden fortsætter."
Europarl,da,°°°,N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°N°,°°°
Europarl,da,"In other words, it resides within the European Council, the Council of Ministers and the national parliaments.",,"Den findes altså i Det Europæiske Råd, i Ministerrådet og i de nationale parlamenter."
Europarl,da,I give the floor to Mrs Ferrero-Waldner to answer Mr Valverde Lopez's question.,,"Fru formand for Rådet, jeg beder Dem besvare hr. Valverde López' spørgsmål."
Europarl,da,"A4-0181/97 by Mr Christodoulou, on behalf of the Committee on Economic and Monetary Affairs and Industrial Policy on: I. the recommendation for second reading on the common position adopted by the Council with a view to adopting a Council Regulation on the strengthening of the surveillance of budgetary positions and the surveillance and coordination of economic policies (C4-0174/97-96/0247(SYN)) and II. the report on the proposal for a Council regulation on speeding up and clarifying the implementation of the excessive deficit procedure (6931/2/97 - C4-0577/96-96/0248(CNS)) and - A4-0184/97 by Mrs Randzio-Plath, on behalf of the Committee on Economic and Monetary Affairs and Industrial Policy, on the economic policy of the Member States of the Community (COM(97)0168 - C4-0190/97)","A4-0181/97 by Mr. Christodoulou, on behalf of the Committee on Economic and Monetary Affairs and Industrial Policy on: I. Recommendation for second reading on the common position adopted by the Council with the aim of adopting a Council Regulation on the strengthening of the monitoring of budgetary positions and the monitoring and coordination of economic policies (C4-0174/97-96/0247(SYN)) and II. Report on the proposal for a Council Regulation on acceleration and clarification of the implementation of the excessive deficit procedure (6931/2/97 - C4-0577/96-96/0248(CNS)) and - A4-0184/97 by Mrs. Randzio-Plath on behalf of the Committee on Economic and Industrial Affairs and the Economic Policy of the","A4-0181/97 af Christodoulou for Udvalget om Økonomi, Valutaspørgsmål og Industripolitik om: I.indstilling ved andenbehandling om Rådets fælles holdning fastlagt med henblik på vedtagelse af Rådets forordning om styrkelse af overvågningen af budgetstillinger samt overvågning og samordning af økonomiske politikker (C4-0174/97-96/0247(SYN)) og II. betænkning om forslag til Rådets forordning om fremskyndelse og afklaring af gennemførelsen af proceduren i forbindelse med uforholdsmæssigt store underskud (6931/2/97 - C4-0182/97-96/0248(CNS)) og-betænkning (A4-0184/97) af Randzio-Plath for Udvalget om Økonomi, Valutaspørgsmål og Industripolitik om Kommissionens henstilling om de overordnede retningslinjer for 1997 for medlemsstaterne og Fællesskabets økonomiske politikker (KOM(97)0168 - C4-0190/97)."
Europarl,da,"That is, in fact, the political basis for the situation we have today.",,"Det er den reelle politiske begrundelse for den situation, vi har nu."
Europarl,da,"The most important factor here is the political will demonstrated by Croatia, which has declared its determination to implement all the provisions and criteria for membership.",,"Den vigtigste faktor er her den politiske vilje, der udvises af Kroatien, som har erklæret sin vilje til at gennemføre alle betingelser og kriterier for medlemskab."
Europarl,da,"Since then, nothing has moved on Israeli government side.",Nikada s’estendua de la parte israeliana.,I mellemtiden har den israelske regering ikke bevæget sig ud af stedet.
Europarl,da,This is the crux of the matter.,,Det er det afgørende i sagen.
Europarl,da,"Mr President, I, too, congratulate Michael Gahler on a well-balanced, excellent report.","Mr. President, I also congratulate Michael Gahler on a well-balanced, excellent report.",(EN) Hr. formand! Jeg gratulerer også hr. Gahler med en afbalanceret og glimrende betænkning.
Europarl,da,"This came as a long-awaited sign, bringing some relief to our hard-pressed farmers.",,"Dette kom som et længe ventet tegn, der bringer nogen lettelse til vores hårdt trængte landmænd."
Europarl,da,They thought they were drafting a recommendation there that would guarantee access to the gas transmission markets on a voluntary basis.,,"De troede, de udarbejdede et udkast til en anbefaling, som skulle garantere adgang til gastransmissionsmarkedet på frivillig basis."
Europarl,da,"We have not waited for the natural implementation of the Marrakesh agreement, which would have come too late in the fishing season for bluefin tuna.","(s)We have not waited for the natural implementation of the Marrakesh agreement, which would have come too late in the fishing season for bluefin tuna.","Vi har ikke ventet på en naturlig gennemførelse af Marrakeshaftalen, der ville være kommet for sent i fangstperioden for almindelig tun."
Europarl,nl,"What is the dissemination for the new ideas, the new products, the new comparisons of socio-economic systems?",,"Hoe en onder wie worden de nieuwe ideeën, de nieuwe producten, de nieuwe vergelijkingen van sociaal-economische systemen verbreid?"
Europarl,nl,Nor can it form the basis for a common policy.,,Het kan evenmin de basis voor een gemeenschappelijk beleid vormen.
Europarl,nl,We are taking a responsible attitude and I am delighted that we have unanimity round the Chamber this evening.,(s)We are taking a responsible attitude and I am delighted that we have unanimity around the Chamber this evening.,Wij nemen een verantwoordelijke houding aan en ik ben zeer verheugd over de eensgezindheid die vanavond in het gehele Parlement heerst.
Europarl,nl,The cooperation model is paramount.,,Het samenwerkingsmodel staat daarbij voorop.
Europarl,nl,"If we take a step back and assess the work done during this parliamentary term, I believe that we can all be proud of it.",,"Als we voorzichtig het saldo opmaken van deze wetgevingsperiode, dan kunnen we daar volgens mij allemaal trots op zijn."
Europarl,nl,"Madam President, ladies and gentlemen, today, we are discussing the interim review of a successful programme to aid economic recovery in the energy sector.","Miss President, ladies and gentlemen, today we are discussing the interim review of a successful program to help economic recovery in the energy sector.","Mevrouw de Voorzitter, dames en heren, wij bespreken vandaag het tussentijdse verslag van een succesvol programma ter ondersteuning van het economisch herstel in de energiesector."
Europarl,nl,There is still no secure knowledge about the use of biometric fingerprints from children under the age of 12.,There is still no secure knowledge about the use of biometric fingerprints from children under the age of 12.,Er is nog steeds geen betrouwbare kennis over het gebruik van biometrische vingerafdrukken van kinderen onder de twaalf jaar.
Europarl,nl,I would like to point out that I agree with Members on the need to reform the directive.,Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support: Support:,Ik heb hiermee duidelijk willen maken hoe ingewikkeld het begonnen proces is.
Europarl,nl,"Mr President, I am speaking in place of Mrs Barthet-Mayer who was due to make this speech but is unable to for health reasons.","Mr.President, join speech instead of Mrs. Barthet-Mayer who was due to make this speech but is unable to for health reasons.","Mijnheer de Voorzitter, ik vervang mevrouw Barthet-Mayer die dit betoog eigenlijk had moeten houden, maar dit om gezondheidsredenen niet kan doen."
Europarl,nl,"We believe it to be correct and we hope that it is not changed for the worse by certain amendments, which would oblige us to vote against the final text.",,"Wij vinden dit een degelijk verslag en hopen dat het niet door bepaalde amendementen wordt uitgehold, hetgeen ons zou nopen tegen de uiteindelijke tekst te stemmen."
Europarl,nl,"Otherwise, there will be a blatant clash of citizens' interests.",,"Gebeurt dat niet, dan zullen de belangen van verschillende groepen burgers met elkaar in botsing komen."
Europarl,nl,"However, we are moving towards the inefficiency which results from overloading the WTO rules with objectives other than the principle objective of trade liberalisation and non-discrimination against contracting parties.",️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,"Wij verzetten ons echter tegelijkertijd tegen een tot inefficiëntie leidende overbelasting van de WTO-regelgeving met andere doelstellingen dan handelsliberalisering en niet-discriminatie van verdragsluitende partijen, wat ons hoofddoel is."
Europarl,nl,European companies are not really European companies any more. They have investments in the United States and companies like Boeing have investments in Europe.,,"Europese bedrijven zijn natuurlijk geen echt Europese bedrijven meer; ze investeren in de Verenigde Staten, net zoals Amerikaanse bedrijven als Boeing in Europa investeren."
Europarl,nl,"If you increase the percentage of shark fins that can be landed, the chances of increasing the number of sharks caught and of finning are greater.",️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️,"Door het percentage haaienvinnen dat aan wal mag worden gebracht te verhogen, neemt ook het risico toe dat er meer haaien worden gevangen en gevind."
Europarl,nl,"Only when corruption has genuinely been eradicated in European countries should we try reverting to the imperious recommendations granted to various countries in the resolutions adopted, unfortunately, by us.",,"En als de corruptie in de Europese lidstaten echt is uitgeroeid, laten we dan proberen de keizerlijke orders opnieuw in te voeren. Die kunnen we dan in onze resoluties uitdelen aan uiteenlopende landen."
Europarl,nl,The review of the eco-management and audit scheme (ΕΜΑS) gives organisations and companies throughout the world the ability to manage the environmental impact of their activities more effectively.,Review of the eco-management and audit scheme (ΕΜΑS) gives organizations and companies around the world the ability to manage the environmental impact of their activities more effectively.,"De herziening van het communautair milieubeheer- en milieuauditsysteem, EMAS, biedt agentschappen en ondernemingen in heel de wereld de mogelijkheid om de milieugevolgen van allerlei activiteiten efficiënter te beheren."
Europarl,nl,"Agricultural aid does not encourage over-production, because it is not connected to the volume of production and is based on surface area and number of livestock.","“Agricultural aid does not encourage overproduction, because it is not connected to the volume of production and is based on surface area and number of livestock.","Landbouwsubsidie draagt niet bij tot overproductie, omdat ze is losgekoppeld van het productieniveau en gebaseerd is op arealen en de hoeveelheid vee."
Europarl,nl,I am going to refer primarily to the Commission communication on the future for the market in fisheries products in the European Union.,I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,Ik zal mij vooral concentreren op de mededeling van de Commissie over de toekomst van de markt voor visserijproducten in de Europese Unie.
Europarl,nl,"I believe that if we continue the discussion, and the Commission's efforts, with due responsibility, we can make progress in the future.",,"Ik ben ervan overtuigd dat we, als we de discussie voortzetten en als de Commissie zich blijft inspannen, in de toekomst met de benodigde verantwoordelijkheid vooruitgang kunnen boeken."
Europarl,nl,"However, I do not wish to go into that.",,Maar laat ik daar niet op ingaan.
Europarl,et,"After all, there are excessive differences within the EU at present, with some countries having no minimum income at all.",,"Praegu on ELis liiga suured erinevused, sest mõnes liikmesriigis ei ole miinimumsissetulekutki."
Europarl,et,"With the adoption of this document, Parliament will finally be able to make its voice heard, acquiring the means necessary to find and punish these people who are no better than drug dealers, unscrupulous criminals who have been getting rich for too long at the expense of sick people.",L,"Selle dokumendi vastuvõtmisega saab parlament end kuuldavaks teha ning saab enda kätte vajalikud vahendid, et leida ja karistada neid inimesi, kes ei ole paremad uimastikaupmeestest, neid jultunud kurjategijaid, kes on juba liiga kaua haigete inimeste arvelt rikastunud."
Europarl,et,"In this regard it seems vital to have a multitude of good initiatives at global, regional, national or local levels.","In this regard it seems vital to have a multitude of good initiatives at global, regional, national or local level.","Seda silmas pidades paistab äärmiselt tähtsana mitmete heade algatuste olemasolu globaalsel, piirkondlikul ja riiklikul või kohalikul tasandil."
Europarl,et,Only in that way will we close the gap between the peoples of Europe and the institutions.,,Ainult sel moel suudame me täita tühimikku Euroopa rahvaste ja institutsioonide vahel.
Europarl,et,"Mr President, Commissioner, ladies and gentlemen, shortly after this Parliament was voted in, we were immediately faced with the issue of suspending the Generalised System of Preferences (GSP+), in particular, with regard to the application or nonapplication of this mechanism to Sri Lanka and Colombia.","President, Commissioner, ladies and gentlemen, shortly after this Parliament was voted in, we were immediately faced with the issue of suspending the Generalized System of Preferences (GSP+), in particular, with regard to the application or nonapplication of this mechanism to Sri Lanka and Colombia.","Kallid kolleegid! Varsti pärast seda, kui käesolev parlament ametisse hääletati, seisime kohe silmitsi küsimusega kas peatada üldiste soodustuste süsteemi (GSP+), iseäranis antud mehhanismi Sri Lankale ja Colombiale kohaldamise või mittekohaldamise suhtes."
Europarl,et,"Benazir Bhutto wanted the organisation to comfort Muslim women, to give them legal advice and practical help and, above all, help them to form a network of Muslim women around the world to build a world of peace, where different religions could live in peace and with respect.",,"Benazir Bhutto soovis, et organisatsioon toetaks mosleminaisi, annaks neile juriidilist nõu ja praktilist abi ning eelkõige aitaks neil moodustada üleilmne mosleminaiste võrgustik tagamaks rahu maailmas, kus eri religioonid saaksid elada rahus ja austuses."
