Dataset,Language,Source Sentence,Translation,Reference Sentence
TED,bg,"I had another week until my flight home, and I knew the name of the town that I was in, and the name of the city that I needed to get to to fly out, but I had no idea how to get around.","Имах още една седмица до полета си у дома и знаех името на града, в който бях, и името на града, в който трябваше да излетя, но нямах представа как да се движа наоколо.","Имах седмица до обратния полет и знаех името на града, в който бях и името на града, от който щях да излетя, но нямах представа как да се придвижа."
TED,bg,"So, so far, collectively all the World of Warcraft gamers have spent 5.93 million years solving the virtual problems of Azeroth.","Така че досега колективно всички играчи на World of Warcraft са прекарали 5,93 милиона години в решаването на виртуалните проблеми на Azeroth.","Затова досега общо всички геймъри в """" Света на Уоркрафт """" са прекарали 5,93 милиона години в разрешаване на виртуалните проблеми на Азерот."
TED,bg,"Voice: Marco, I did not know you could do that. (Laughter) MT: And is it a coincidence that there are 52 cards in a deck of cards, just as there are 52 weeks in a year?","Глас: Марко, аз не знаех, че можете да направите това. (Смех) MT: И случаен ли е, че има 52 карти в декето на карти, точно както има 52 седмици в годината?","Глас: Марко, не знаех, че можеш да правиш това. (Смях) МТ: Съвпадение е ли, че има 52 карти в една колода карти и има 52 седмици в годината?"
TED,bg,Thank you.,Благодаря. 🙂,Благодаря ви.
TED,bg,So we used the same window vocabulary to construct our own frame or grid that's suspended in the room and that can be viewed from two sides.,"Така че използвахме същия прозорец на речник, за да изградим нашата собствена рамка или мрежа, която е суспендирана в стаята и която може да се види от двете страни.","И така, ние използвахме представата за същия този прозорец, за да конструираме наша собствена рамка или решетка, която е окачена в стаята и може да се види от две страни."
TED,bg,You can see where the limits of the reserve are because you see the boats lined up.,"Можете да видите къде са границите на резерва, тъй като виждате лодките, които се поставят нагоре.","Вижда се къде са границите на резервата, защото виждаш подредените лодки."
TED,bg,(Applause) So when did this habit start?,"(Аплодисменти) И така, кога започна този навик?","(Ръкопляскане) И така, кога се е появил този навик?"
TED,bg,"In three years' time, we plan to have covered 40 percent of the disease burden.",В рамките на три години планираме да покрием 40% от тежестта на болестта.,В рамките на три години планираме да покрием 40% от по-значимите заболявания.
TED,bg,"So, for example, if I was angry and had to hide it, which I often did, being very adept at concealing how I really felt, then the voice would sound frustrated.","Така например, ако бях ядосан и трябваше да го скрия, което често правех, като бях много привързан към скриването на това как наистина се чувствах, тогава гласът ще звучи разочароващ.","Например, ако бях ядосана и трябваше да го скрия, което правех често, да бъда много умела в прикриването на чувствата ми, тогава гласът звучеше разстроено."
TED,bg,"She passes that virus on to baby, and it takes a really, really, really long time — as the redwood trees — for that serious meme to get out of our operating system.","Тя предава този вирус на бебето и отнема наистина, наистина, наистина много време - като червеното дърво - за това сериозно меме да излезе от нашата операционна система.","Тя предава вируса на бебето, и отнема много, много, ама наистина много време — колкото да пораснат секвои — докато този 'сериозен' вирус излезе от нашата операционна система."
TED,bg,"I've got a plastic fork, don't you know? """" Strategic.","Аз имам пластмасова фурка, не знаете ли?“ Стратегически.","Имам пластмасова вилица, не разбираш ли? """" Добра стратегия."
TED,bg,This version of love allows us to decide what it looks like.,Тази версия на любовта ни позволява да решим как изглежда.,Тази версия на любовта ни позволява да изберем как да изглежда.
TED,bg,"Now in closing, I think what we all need to be thinking about is if we want that to become our reality — and if so, what it means for a definition of life and everything that comes after it.","Сега в заключение мисля, че това, което всички ние трябва да мислим, е дали искаме това да стане нашата реалност - и ако е така, какво означава това за определение на живота и всичко, което идва след него.","Сега в заключение, мисля, че онова, над което всички ние трябва да се замислим е дали искаме това да стане нашата реалност — и ако е така, какво означава това за дефиницията на живота и всичко, което идва след него."
TED,bg,"These became the two bookends of his life, and the journey he traveled in between mirrored the changing development landscape.","Те се превърнаха в двете краища на живота му и пътешествието, което пътува между него, отразява променящия се пейзаж на развитието.","Това станаха двете правила в живота му и пътят, който той измина между тях отразяваше развитието на пейзажа."
TED,hr,(Applause) That's happened quite a lot though.,"(Applause) Ipak, to se dogodilo dosta toga.","(pljesak) Ovo se, međutim, dogodilo poprilično mnogo puta."
TED,hr,Then I got a call from New York City asking if I could adapt these concepts to Times Square or the High Line.,Tada sam dobio poziv iz New Yorka pitajući da li mogu prilagoditi te koncepte Times Square ili High Line.,Zatim sam dobila poziv iz New York City-a pitajući me bih li mogla adaptirati te koncepte na Times Square-u ili na Highline-u.
TED,hr,"We just spent an entire week talking about innovations and advancements and improvements, but you know why we need all of those innovations and advancements and improvements?","Samo smo proveli cijeli tjedan razgovarali o inovacijama i napretku i poboljšanjima, ali znate zašto nam trebaju sve te inovacije i napretke i poboljšanja?","Proveli smo cijeli tjedan govoreći o inovacijama i napretku, i poboljšanjima, ali znate zašto trebamo sve te inovacije, i napredak, i poboljšanja?"
TED,hr,"They came and went, and I couldn't quite do stuff.","Došli su i otišli, a ja ništa ne mogu učiniti.",Došli su i prošli i nisam se ničega primio.
TED,hr,I want to know how I impact them.,Želim znati kako ih utjecati.,Želim znati kako utječem na njih.
TED,hr,"They can heat their bodies 20 degrees above ambient temperature, they can swim at over 40 miles an hour.","Oni mogu zagrijati svoje tijelo na 20 stupnjeva iznad temperature okoline, mogu plivati na više od 40 kilometara na sat.","Mogu se zagrijati i do 20 stupnjeva iznad temperature zraka, mogu plivati i preko 40 km / h."
TED,hr,I mean there's like — there's a method that can be deployed for various things.,Mislim da postoji poput - postoji metoda koja se može koristiti za različite stvari.,"Mislim, postoji... postoji metoda koja može biti upotrebljena za različite stvari."
TED,hr,"I'm looking out and I'm seeing the cops bashing students' heads, shooting tear gas, and watching students throwing bricks.","Gledam iznad i vidim šefove trčati glave učenika, pucati suznim plinom i gledati učenike baciti čipke.","Gledam vani i vidim kako policajci lupaju studente po glavama, ispucavaju suzavac, i gledaju kako studenti bacaju cigle na njih."
TED,hr,"But I think I felt like it was my job to be miserable, because if I could be miserable, then I would prove how much I loved him.","Ali mislim da sam se osjećala kao da je moj posao biti nesrećan, jer ako bih mogao biti nesrećan, onda bih dokazala koliko ga volim.","Na neki sam način smatrala da se moram osjećati jadno jer ako sam mogla biti jadna, to je dokazivalo koliko sam ga voljela."
TED,hr,"And he pulled it toward him, like so, and he took the knife and he put it on the tip.","I povuka ga prema njemu, kao i tako, i uzme nož i stavlja ga na vrh.","povukao ih prema sebi, ovoliko, uzeo nož i prislonio ga na vrh."
TED,hr,"Here's the latest virus we've found, in a file called Server.exe.","Ovo je najnoviji virus koji smo pronašli, u datoteci pod nazivom Server.exe.","Evo posljednjeg virusa koji smo našli, u datoteci pod imenom Server.exe."
TED,hr,"All right, now that might seem like an even taller order to actually demonstrate.","U redu, sada to može izgledati kao još veći poredak da se zapravo pokaže.",Možda vam se čini da će taj poredak biti još teže dokazati
TED,hr,It's like a hangover from protein.,To je poput šipka od proteina.,To je poput mamurluka od proteina.
TED,hr,Thank you very much.,Hvala puno.,Hvala vam puno.
TED,hr,Same as the other side.,Isto kao i druga strana.,Isto kao i s druge strane.
TED,hr,It can make war seem like tragedy or farce.,To može učiniti da rat izgleda kao tragedija ili farsa.,Rat može učiniti tragedijom ili farsom.
TED,hr,Identity politics is made of solid bricks.,Politika identiteta je izrađena od čvrste bradavice.,Politika identiteta sačinjena je od tvrde opeke.
TED,hr,"I mean, like any sort of growing startup organization, we are sort of overwhelmed by our growth, and that means we're getting enormous quantity of whistleblower disclosures of a very high caliber but don't have enough people to actually process and vet this information.","Mislim, kao i svaka vrsta rastuće start-up organizacije, mi smo nekako pretjerani našim rastom, a to znači da dobivamo ogromnu količinu objave izvijestitelja vrlo visokog kalibra, ali nemamo dovoljno ljudi da stvarno obrađuju te informacije.","Kao svaka rastuća organizacija u svojim početcima, na neki način smo preplavljeni sa vlastitim rastom. To znači da dobivamo ogromnu količinu informacija od strane zviždača veoma visokog kalibra, ali nemamo dovoljno ljudi da zapravo istraže sve te informacije."
TED,hr,Maybe you didn't know that.,Možda niste znali za to.,Možda to niste znali.
TED,hr,"I don't know why they did it, but I learned something about it.","Ne znam zašto su to učinili, ali sam nešto naučio o tome.","Ne znam zašto su to radili, ali sam naučio nešto o tome."
TED,cs,"For example, in the Caucasus there's a site where you find local Neanderthal tools.","Například na Kavkazu je místo, kde najdete místní neandertálské nástroje.","Například na Kavkaze existuje místo, kde můžete najít neandrtálské místní nástroje."
TED,cs,"Because after all, if you ask even grownups about statistics, they look extremely stupid.","Protože, pokud se ptáte i dospělých na statistiky, vypadají mimořádně hloupé.","Protože když se i dospěláků zeptáte na statistiku, vypadají hodně hloupě."
TED,cs,"Untrusting — you're obviously a criminal, so I'm going to install cameras.","Nedůvěryhodný - jste zjevně zločinec, takže budu instalovat kamery.","Nedůvěřivá — každý je očividně delikvent, a proto nainstaluji kamery."
TED,cs,"So what happens for adults is we decide that something's relevant or important, we should pay attention to it.","Takže co se stane s dospělými je, že rozhodneme, že něco je relevantní nebo důležité, měli bychom na to věnovat pozornost.","U nás dospělých dochází k tomu, že se rozhodujeme, že něco je relevantní nebo důležité a měli bychom tomu věnovat pozornost."
TED,cs,Dan Barber and Alice Waters are leading passionately the green food Delicious Revolution.,Dan Barber a Alice Waters jsou vášnivě vedoucí zelené potraviny Delicious Revolution.,Dan Barber a Alice Waters vedou vášnivě revoluci zelených potravin.
TED,cs,"Our friends, neighbors, colleagues, family — if all the people in our inner circle resemble us, it means we are surrounded with our mirror image.","Naši přátelé, sousedy, kolegy, rodina - pokud se nám všichni lidé v našem vnitřním kruhu podobají, znamená to, že jsme obklopeni svým zrcadlovým obrazem.","Naši přátelé, sousedi, kolegové, rodina - pokud se nám všichni lidé v našem vnitřním kruhu podobají, znamená to, že nás obklopuje náš zrcadlový obraz."
TED,cs,"Very simply, you go in — and I've created this, called The Power of Zoom — you can just zoom around.","Velmi jednoduše, jdete do - a já jsem vytvořil tento, nazývaný The Power of Zoom - můžete jen zoomovat kolem.","Velice jednoduše, vstoupíte — toto jsem nazval The Power of Zoom — můžete si přiblížit co chcete."
TED,cs,"We did it in 2004, and we hope to assemble many more people, getting much better information for 2008, 2012.","Udělal jsme to v roce 2004 a doufáme, že shromáždíme mnohem více lidí a získáme mnohem lepší informace pro rok 2008, 2012.",Pořádali jsme ho v r. 2004. a hodláme oslovit mnohem více lidí a poskytnout mnohem lepší informace v letech 2008 a 2012.
TED,cs,And I'm going to talk about a very particular medical condition.,A budu mluvit o velmi konkrétním zdravotním stavu.,Rád bych mluvil o jedné velmi konkrétní lékařské okolnosti.
TED,cs,"It could be a few claps or a strong applause, and then nothing happens until the viewer leaves the stage, and again the audience will respond.","Mohlo by to být několik kluků nebo silný aplaus, a pak se nic nestane, dokud divák opustí scénu a znovu se divák zareaguje.","Může to být pár tlesknutí nebo silný potlesk, a pak se nic nestane dokud divák neodejde, a opět publikum zareaguje."
TED,cs,Let's be positive now. We're going to get positive. How did this happen?,Pojďme být pozitivní nyní. Budeme mít pozitivní. Jak se to stalo?,Buďme teď pozitivní. Budeme pozitivní. Jak se to stalo?
TED,cs,"They're both technologies. In the end, their similarity is not that interesting.",Jsou to oba technologie. Nakonec jejich podobnost není tak zajímavá.,"Oba jsou technologiemi. Nakonec, jejich podobnost není až tak zajímavá."
TED,cs,That's exciting in itself.,To je vzrušující sama o sobě.,Toto je strhující samo o sobě.
TED,cs,Like a lot.,Jako mnoho.,Docela dost.
TED,cs,"Which is a little good, but not very much good.","Co je trochu dobré, ale ne příliš dobré.","Což je trochu dobré, ale celkem to nic není."
TED,cs,"Thankfully, those plans were foiled by an FBI informant.",Naštěstí tyto plány byly zveřejněny informátorem FBI.,"Tyto plány byly naštěstí zmařeny informátorem, pracujícím pro FBI."
TED,cs,Its banking sector was 10 times the GDP of the rest of the economy.,Bankovní sektor je desetkrát vyšší než HDP zbytku ekonomiky.,Zisk bankovního sektor byl 10krát větší než HDP ostatního hospodářství.
TED,cs,How could it be that children are doing statistics?,"Jak by to mohlo být, že děti dělají statistiky?","Jak je potom možné, že statistiku provádějí malé děti?"
TED,cs,The light never goes out.,Světlo nikdy nevyjde.,To světlo nikdy nevyhasne.
TED,cs,"If we had say, 50 billion dollars over the next four years to spend to do good in this world, where should we spend it?","Kdybychom říkali, že 50 miliard dolarů v příštích čtyřech letech utratíme na to, abychom v tomto světě udělali dobro, kam bychom to utratili?","Pokud bychom měli, 50 miliard dolarů na útratu během příštích 4 let na činění dobra ve světě, kde bychom je měli utratit?"
TED,da,"Right, Mr. CFO, astrophysicist, ultra-marathoner?","Rigtig, Mr. CFO, astrofysiker og ultra-maraton?","Ok, Hr. Økonomidirektør, ultra maratonløber?"
TED,da,We've gone beyond the capacity of the human mind to an extraordinary degree.,Vi er gået ud over menneskets evne til en ekstraordinær grad.,Vi er rejst hinsides den menneskelige hjernes evner i en ekstraordinær grad.
TED,da,Right now there are 48 hours of video being uploaded to YouTube every single minute.,"I øjeblikket er der 48 timers video, der bliver uploadet til YouTube hvert minut.",Lige nu bliver 48 timers video uploadet på YouTube hvert eneste minut.
TED,da,"The person on the assembly line doesn't know because he doesn't know how to drill an oil well to get oil out to make plastic, and so on.","Personen på monteringslinjen ved ikke, fordi han ikke ved, hvordan man borer en olie godt for at få olie ud til at lave plast, og så videre.","Personen ved samlebåndet ved det ikke, for han ved ikke, hvordan man borer en oliebrønd og får olie op, så man kan lave plastik osv."
TED,da,And here every piece is very well planned.,Og her er hvert stykke meget godt planlagt.,Og her er alle dele vel planlagt.
TED,da,"And in order to tackle this, we need to change the game.",Og for at løse dette skal vi ændre spillet.,"For at håndtere dette bliver vi nødt til at ændre spillets regler,"
TED,da,"And to test this, I found an MRI lab that actually let me scan both my brain and the brain of a proven non-procrastinator, so I could compare them.","Og for at teste dette fandt jeg et MRI-laboratorium, der rent faktisk lod mig scanne både min hjerne og hjernen af en bevist ikke-procrastinator, så jeg kunne sammenligne dem.","For at teste det, fandt jeg et MR-laboratorium, der både scannede min hjerne og hjernen hos en person der ikke overspringshandler, så jeg kunne sammenligne dem."
TED,da,"And the remarkable thing was that 18 month-old babies, just barely walking and talking, would give her the crackers if she liked the crackers, but they would give her the broccoli if she liked the broccoli.","Og det bemærkelsesværdige var, at 18-måneders gamle babyer, bare knapt gå og tale, ville give hende crackers, hvis hun kunne lide crackers, men de ville give hende broccoli, hvis hun kunne lide broccoli.","Og det bemærkelsesværdige er, at børn på 18 måneder, som kun lige havde lært at gå og tale, ville give hende kiks, hvis hun kunne lide kiks, men de ville give hende broccoli, hvis hun kunne lide broccoli."
TED,da,"Or immediately afterward, the Han Dynasty, still 2,000 years ago.","Eller umiddelbart efter, Han-dynastiet, stadig for 2000 år siden.","Eller straks efter, Han-dynastiet, stadig 2.000 år siden."
TED,da,"So late last year — in November last year — there was a series of well blowouts in Albania, like the well blowout in the Gulf of Mexico, but not quite as big.","Så sent sidste år - i november sidste år - var der en række godt sprøjtninger i Albanien, ligesom godt sprøjtning i Gulf of Mexico, men ikke lige så stor.","Altså, sent sidste år - i november sidste år - var der en række eksplosioner af oliebrønde i Albanien ligesom eksplosionen af oliebrønden i den Mexikanske Golf men ikke helt ligeså store."
TED,da,"CA: So that's the key bottleneck, basically journalistic volunteers and / or the funding of journalistic salaries?","CA: Så det er nøglen til flasken, i princippet journalistiske frivillige og / eller finansieringen af journalistiske lønninger?","Så det er den væsentligste flaskehals, dybest set - frivillige journalister og / eller finansieringen af journalistlønninger?"
TED,da,You also see seashells — as discovered by a team here in Oxford — moving 125 miles inland from the Mediterranean in Algeria.,Du kan også se seashells - som opdaget af et team her i Oxford - bevæger sig 125 miles inde fra Middelhavet i Algeriet.,"Man finder også konkylier, som et hold her fra Oxford opdagede, der er transporteret 200km ind i landet fra Middelhavet til Algeriet."
TED,da,"Dreadful, thumbs down, embarrassing — thank you, these are great answers, but they're answers to a different question.","Skræmmende, tumle ned, pinligt - tak, disse er gode svar, men de er svar på et andet spørgsmål.","Elendigt, tommelfingeren nedad, pinligt — tak, dette er fantastiske svar, men de er svar på et andet spørgsmål."
TED,da,What is going on in this baby's mind?,Hvad sker der i barnets sind?,Hvad sker der i dette barns sind?
TED,da,"Basically, if we invest 27 billion dollars over the next eight years, we could avoid 28 new million cases of HIV / AIDS.","Hvis vi investerer 27 milliarder dollars i løbet af de næste otte år, kunne vi undgå 28 millioner nye tilfælde af HIV/AIDS.","Dybest set, hvis vi investerer 27 milliarder dollars over de næste otte år, kunne vi undgå 28 nye millioner tilfælde af HIV / AIDS."
TED,da,"I mean, if you want an illustration of this, the Great Wall is one.","Jeg mener, hvis du vil have en illustration af dette, er den store mur en.","Jeg mener, hvis I vil have et eksempel på det, er Den Kinesiske Mur et."
TED,da,"I know that if you're not a trained brain expert, it's not that obvious, but just take a look, OK?","Jeg ved, at hvis du ikke er en uddannet hjerneeksperter, er det ikke så indlysende, men bare tage et kig, OK?","Jeg ved, at det ikke er så ligetil at se, hvis man ikke er hjerne-ekspert, men prøv."
TED,da,It's also important to not just think about this as individual cases.,Det er også vigtigt ikke kun at tænke på det som individuelle tilfælde.,Det er også vigtigt ikke bare at se dette som en individuel sag.
TED,da,"And if we do not, the question I think we need to ask ourselves — and that's why it's on the economy session — is to say, if we don't do all things, we really have to start asking ourselves, which ones should we solve first?","Og hvis vi ikke gør det, er spørgsmålet, jeg tror, at vi skal spørge os selv - og det er derfor, det er på økonomisk session - at sige, hvis vi ikke gør alle ting, skal vi virkelig begynde at spørge os selv, hvilke der skal vi løse først?","Og hvis vi ikke gør det, er spørgsmålet, tror jeg, vi må stille os selv — og det er derfor, det er på økonomisessionen — er at sige, hvis vi ikke gør alle ting, må vi virkelig starte med at spørge os selv, hvilke burde vi løse først?"
TED,da,This is a time of need.,Det er en tid af behov.,"Det er nu, vi har et behov."
TED,nl,So now just take a minute.,Dus neem nu maar een minuut.,Nu even wat anders.
TED,nl,And this is how I first met these marginalized superheroes.,En zo ontmoette ik deze gemarginaliseerde superhelden voor het eerst.,Dit is hoe ik voor het eerst deze onbekende superhelden tegenkwam.
TED,nl,"Anyway, today I'm a writer-blogger guy.",Vandaag ben ik een schrijver-blogger.,Vandaag ben ik schrijver en blogger.
TED,nl,"Or is it something absolutely trivial, like a piece of lint, or a piece of chalk, or a — I don't want to point to that, but — or a shoe, or something like that? OK?","Of is het iets absoluut trivials, zoals een stuk band, of een stuk kalk, of een — ik wil daar niet op wijzen, maar — of een schoenen, of iets dergelijks?","Of is het iets totaal onbelangrijks, zoals een pluisje, een krijtje, een — dat wil ik niet als voorbeeld — een schoen, enzovoorts."
TED,nl,So no wonder that some of my old colleagues are frustrated.,Geen wonder dat sommige van mijn collega's frustreren.,Geen wonder dat sommige oude collega 's gefrustreerd zijn.
TED,nl,"Before doing so, he said he was doing that because now there were two qualified men who he felt could fill his shoes running for office.","Voordat hij dit gedaan had, zei hij dat hij dat deed omdat er nu twee gekwalificeerde mannen waren die hij voelde dat hij zijn schoenen konden vullen die naar het kantoor liepen.",Vlak daarvoor had hij verklaard dat hij zich terugtrok omdat er nu twee geschikte mannen waren waarvan hij het gevoel had dat ze zijn job konden overnemen.
TED,nl,None of this open-to-chapter-seven-and-do-all-the-odd-problem-sets.,Geen van deze open-to-chapter-even-and-do-all-the-odd-problem-sets.,"Geen """" sla-hoofdstuk-zeven-open-en-doe-alle-oneven-opdrachten. """""
TED,nl,"So we've got chickens and they're eating fish, but weirdly, we also have fish that are eating chickens.","Dus we hebben kippen en ze eten vissen, maar vreemd genoeg hebben we ook vissen die kippen eten.","Er zijn dus kippen die vis eten, en heel bizar, er zijn ook vissen die kip eten."
TED,nl,So I would like to show you something I've been working on.,Dus ik wil je iets laten zien waar ik al gewerkt heb.,Ik toon jullie graag iets waar ik aan heb gewerkt.
TED,nl,"CA: I'd actually be interested, just based on what we've heard so far — I'm curious as to the opinion in the TED audience.","CA: Ik zou eigenlijk geïnteresseerd zijn, alleen gebaseerd op wat we tot nu toe hebben gehoord - ik ben nieuwsgierig naar de mening in het TED publiek.","CA: Ik ben geïnteresseerd, op basis van wat we tot nu toe gehoord hebben — Ik ben nieuwsgierig naar de mening van het TED-publiek."
TED,nl,"And in studies we've just been doing in my lab, similar studies, we've show that four year-olds are actually better at finding out an unlikely hypothesis than adults are when we give them exactly the same task.","En in studies die we net doen in mijn laboratorium, vergelijkbare studies, hebben we aangetoond dat vierjarige mensen eigenlijk beter zijn om een onwaarschijnlijke hypothese uit te vinden dan volwassenen zijn wanneer we hen precies dezelfde taak geven.","In gelijkaardige studies die we net in mijn lab hebben afgerond, hebben we aangetoond dat vierjarigen in feite beter zijn om een onwaarschijnlijke hypothese te ontdekken dan volwassenen die we precies dezelfde taak gaven."
TED,nl,"The other very serious blight that causes this problem is the excessive resort to violence, and that is increasing tremendously around the world.","De andere zeer ernstige kwestie die dit probleem veroorzaakt, is de overmatige toevlucht tot geweld, en dat groeit enorm over de hele wereld.","De andere zeer ernstige plaag die dit probleem veroorzaakt, is het overmatige gebruik van geweld en dat neemt wereldwijd enorm toe."
TED,nl,"Before form I was storm, blind, ign'ant — still am.","Voorafgaand aan de vorm was ik storm, blind, ignorant - ik ben nog steeds.","Voor vorm was ik storm, blind, onwetend — nog steeds."
TED,nl,"Well, if you must, I have a recipe for you.","Als je moet, heb ik een recept voor je.","Als het moet, heb ik een recept voor je."
TED,nl,"And the thing is, the present tense is where we live.","En het is, de huidige spanning is waar we leven.",En dat komt omdat we in de tegenwoordige tijd leven.
TED,nl,"Microalgae make the omega-3s, they're only bioconcentrated in fish.","Microalgen maken de omega-3s, ze zijn alleen biologisch geconcentreerd in vis.",Omega-3 wordt gemaakt door microalgen en komt in de vis door bioconcentratie.
TED,nl,And so it looks like they probably had linguistic skills.,Ze hadden waarschijnlijk taalvaardigheden.,En ze hadden waarschijnlijk taalkundige vaardigheden.
TED,nl,De facto landmines.,In feite landmijnen.,Feitelijke landmijnen.
TED,nl,"""OK, open your eyes.""","“Ook, open je ogen.”","""Open je ogen."""
